0,0,10836.314783237742
1,0,12699.121662332
2,0,12413.186500972208
3,0,12487.95360081937
4,0,12469.279456314605
5,0,12112.323988402582
6,0,12008.978881304687
7,30,12328.827200230451
8,0,12662.049811320754
9,0,12901.541367144364
10,0,12522.815010763346
11,30,11581.132460991752
12,0,12505.900663712857
13,0,12394.9182745302
14,27,11954.897333287729
15,32,12109.07190719938
16,30,11528.79929413899
17,56,11958.442150880994
18,61,11927.190829752686
19,69,12363.97080498532
20,69,12048.927625493385
21,69,12216.787107184779
22,69,11464.764940151923
23,67,12224.406821155959
24,71,12407.311322847736
25,71,12152.753149519604
26,73,11919.7676467412
27,72,11846.475830026407
28,73,11613.584195151667
29,75,11834.643025431069
30,73,11923.664512754325
31,75,12161.068843941363
32,82,11101.29929252212
33,81,12170.596530731866
34,81,12204.878105558433
35,82,12132.259230869358
36,82,12414.619419153949
37,82,12262.827672102774
38,83,12343.340111770643
39,83,10332.223163786139
40,84,12063.690750115049
41,84,11916.821274842669
42,85,12233.748581728876
43,85,12027.505835527032
44,85,12024.333606637272
45,85,10604.611179797581
46,85,11862.558155978222
47,85,12156.909574683927
48,85,11684.860371303126
49,85,11831.605077574048
50,85,11878.68420679987
51,85,11743.816323673527
52,85,11897.215958246465
53,85,11985.266677144204
54,86,11156.60676476534
55,85,10886.859106636246
56,84,10844.411809572073
57,84,10965.557989845698
58,85,10883.52565383348
59,85,11020.705021756037
60,82,11209.56137818971
61,82,10881.46445490253
62,82,11211.32919732808
63,82,11790.43003558799
64,83,11515.031050443931
65,83,11382.162182698414
66,82,11833.841656956321
67,82,11010.492548636652
68,82,10155.847300445042
69,82,10875.482930826156
70,83,11389.951282566546
71,83,10786.459525419894
72,84,10615.884200588716
73,84,11323.011800023216
74,84,12092.558742972467
75,84,12101.071533672239
76,84,11966.220842653032
77,84,12123.282009185741
78,83,11674.58276272866
79,83,11687.595438991495
80,82,11316.93207634733
81,82,12048.200800282655
82,84,11359.843129607661
83,84,11035.28984611175
84,85,11154.796826671702
85,85,11453.932259024712
86,85,11198.726951358221
87,85,11075.473591372636
88,85,11363.505579743323
89,85,11428.80810040491
90,86,11505.491732227307
91,86,10800.513978621992
92,86,11466.64552480569
93,86,11228.436886784119
94,86,11225.551936494852
95,86,12058.939039782414
96,86,11936.62719384372
97,86,11541.679393514123
98,85,12185.163880609156
99,85,11840.355918901982
100,85,12111.414628512026
101,85,11596.053093577291
102,86,11887.403779659671
103,85,11841.559336197988
104,85,11347.273361812186
105,85,11878.516001132824
106,86,11888.717874585102
107,86,12294.891863212386
108,86,12154.232229273523
109,86,12056.33932369816
110,86,12304.738770612757
111,86,12089.212730511377
112,84,11165.81389529281
113,84,10996.52090472208
114,84,11139.450822915755
115,83,10801.37621294217
116,79,11346.751504133663
117,79,11152.720572007478
118,76,11294.654950949636
119,65,11625.107747569964
120,85,11543.839465840252
121,86,12253.011907405027
122,86,11986.842293281967
123,86,8263.270709872651
124,84,9664.963015876674
125,85,10185.194898543967
126,85,11226.00261225189
127,85,11650.067773259561
128,87,11722.547359124423
129,87,11027.253271917509
130,87,11673.445532043985
131,86,10996.57856582918
132,83,11354.184826451114
133,85,11715.442090415207
134,88,11554.301833568406
135,88,11592.912086545291
136,88,11292.465504476004
137,84,11388.095768192752
138,87,12019.543955272426
